Name,Scientific Name,Occurrence,Allergen Name,Alternative Allergen Name,Allergen Designation,Protein Family,Sequence Known,Allergen Stability,Nature,Properties,Purification
Hazelnut,Corylus avellana,,Cor a 1.04,,Major,Bet v 1 family Pfam PF00407,Yes,,"As a consequence of the homologies found between PR10 proteins in birch (Bet v 1), apple (Mal d 1), apricot (Pru ar 1), cherry (Pru av 1), hazelnut (Cor a 1) and other vegetable sources, there is IgE crossreactivity. In most cases Bet v 1 seems to be the sensitizing agent.",,"Cor a 1.04 can be affinity purified from hazelnut PVPP extract with Bet v 1 crossreactive mAb 5H8 (Akkerdaas et al. unpublished data).Recombinant Cor a 1.0401 has been expreseed inE. colias a 73 kDa intein fusion protein. This was loaded onto a chitin column, washed and treated with 30 mM DTT at 15Â°C overnight for the cleavage reaction and the 18 kDa Cor a 1.0401 eluted. Yields were 0.6 to 1.3 mg/l of bacterial culture (LÃ¼ttkopf et al. 2002 [663])."
Hazelnut,Corylus avellana,,Cor a 11,,none,"Vicilin family, 7S cupin, PfamPF00190; Cupin",Yes,,Lauer et al. (2004) [1117] note that the sequence suggests that the possibility of cross-reactivity with Ara h 1 should be investigated.,,"Freeze-dried hazelnut extract was dissolved to a protein concentration of 4 mg/ml and dialysed against starting buffer (50 mM Tris/HCl, pH 8). After filtration through a 0.45 Âµm filter (Sartorius, GÃ¶ttingen, Germany) the protein solution was applied to a 20 ml HiPrep 16/10 DEAE FF column (Amersham Pharmacia Biotech, Uppsala, Sweden). Bound proteins were eluted with a linear salt gradient (50 mM Tris/HCl, pH 8, 1 M NaCl) at a flow rate of 5 ml/min. Further purification of the eluted fractions was performed by concanavalin A affinity chromatography (Amersham Pharmacia Biotech) in 20 mM Tris/HCl (pH 7.3)/0.5 M NaCl. Elution was carried out with alpha-D-methyl-mannoside (10, 25, 50 and 100 mM) (Sigma\ZAldrich, Steinheim, Germany). Fractions (0.5 ml) were analysed by SDS/PAGE and immunoblotting and the protein was found to be approximately 98% pure (Lauer et al. 2004) [1117].Recombinant Cor a 11 was expressed using a pET100D construct inE. coliBL21 Star cells (Invitrogen). Protein synthesis was induced with 1 mM isopropyl beta-D-thiogalactoside for 5 h at 37 Â°C. Bacteria were harvested by centrifugation (3000xg, 20 min, 4Â°C) and stored at -80Â°C. The pellet from a 1-litre bacterial culture was resuspended in lysis buffer (50 mM NaH2PO4, 500 mM NaCl and 2 mM imidazole, pH 8) and subjected to three freeze\Zthaw cycles using liquid nitrogen (frozen 3 times in liquid nitrogen). rCor a 11 was purified by metal-chelate affinity chromatography using a commercial kit (Qiagen) (Lauer et al. 2004) [1117]."
Hazelnut,Corylus avellana,,Cor a 8,,Not known,non-specific lipid transfer proteins (nsLTPs); PfamPF00234,Yes,,"Not known. However, cross-reactivity with other ns-LTPs is likely.",,"Schocker et al. (2004) [951] partially purified Cor a 8 by ion exchange chromatography using DEAE Sepharose Fast Flow Resin with an elution buffer of 20 mmol/L Tris and 0.5 mol/L NaCl, pH 8.0.Schocker et al. (2004) [951] also expressed complementary DNA encoding the mature protein Cor a 8 inE coliBL21(DE3) RIL cells at 30Â°C for 2 hours. Purification was performed under native conditions by means of metal affinity chromatography. Approximately 1.5 mg of recombinant protein was purified from 1 L of bacterial culture."
Hazelnut,Corylus avellana,,Cor a 9,,Major,"11S seed storage globulin, cupin, PfamPF00190",Yes,,Not known,,None reported
Sesame,Sesamum indicum,,,,,,,,,,
Sesame,Sesamum indicum,,,,,,,,,,
Sesame,Sesamum indicum,,Seed maturation protein,,Major,Glucose and ribitol dehydrogenases,No,,None known,,Not known
Sesame,Sesamum indicum,,Ses i 1,,Major,PF00234; tryp_alpha_amyl; 1.,Yes,,"Asero et al. (1999) [11] report cross ractivity of the 10-12 kDa bands between sesame and poppy seed, suggesting that either Ses i 1 or Ses i 2 cross reacts with a 2S albumin from poppy seed.",,Sesame seeds were crushed and diluted in 0.1M phosphate buffered saline (pH 7). The extract was centrifuged and the supernatant (8.14 mg/ml) was gel filtered on Superdex 75 with 0.035 M phosphate and 1M NaCl. Fractions near 9 kDa were pooled and concentrated.
Sesame,Sesamum indicum,,Ses i 2,,Major,PF00234; Tryp_alpha_amyl;,Yes,,"Asero et al. (1999) [11] report cross ractivity of the 10-12 kDa bands between sesame and poppy seed, suggesting that either Ses i 1 or Ses i 2 cross reacts with a 2S albumin from poppy seed.",,"Raw sesame extract was separated on a Hiload 26/60 Superdex 200 FPLC (fast-performance liquid chromatography) column (Pharmacia) by size-exclusion chromatography. The column was equilibrated and eluted with 100 mM NaCl solution in 50 mM Tris solution, pH 7, at a flow rate of 2.5 ml/min. The absorbance was monitored at 280 nm. Fractions were subjected to SDS\ZPAGE and those showed protein bands were subjected to Western blotting. Fractions giving positive reaction in the Western blotting test were loaded on a reversed-phase, C8 HPLC column in 0.1% trifluoroacetic acid (TFA). Elution was carried out using a linear gradient of 4 to 100% acetonitrile (ACN). Fractions corresponding to chromatogram peaks were collected and proteins in the different fractions were analysed by a dot blot test using sera of subjects that gave positive results in the Western blot (Wolff et al. 2003 [858])."
Sesame,Sesamum indicum,,Ses i 3,,Major,"7S Cupin, PfamPF00190",Yes,,Not known,,Not reported
"Frog, edible",Rana esculenta,,,,,,,,,,
"Frog, edible",Rana esculenta,,,,,,,,,,
"Frog, edible",Rana esculenta,,Alpha-parvalbumin,,None,"EF hand calcium binding proteins, PfamPF00036; efhand.",Yes,,"Hamada et al. (2004) [1586] showed that IgE from sera of fish allergic patients frequently bound to bullfrog parvalbumins. Of the 12 sera with IgE binding to mackerel and tuna beta-parvalbumins, IgE from 1/12 sera bound most strongly to alpha-parvalbumin, IgE from 6 sera bound most strongly to beta-parvalbumin, IgE from 1/12 sera bound approximately equally to both parvalbumins and IgE from 4/12 sera did not bind to either frog parvalbumin.Hilger et al. (2004) [1365] tested the binding of IgE from sera of 16 cod allergic patients to cod and edible frog extracts and recombinant edible frog parvalbumins. IgE from 15/16 sera bound cod parvalbumin and 14/16 bound to low molecular mass proteins in a frog extract. 3 of 13 patients had IgE antibodies reacting with recombinant frog alpha-parvalbumin and 11 of 12 patients reacted with beta-parvalbumin.",,"Hilger et al. (2002) [1587] purified small quantities of alpha- and beta-parvalbumins fromRana esculentaandRana spp.by SDS-PAGE (18% acrylamide) in a MiniPrep Cell (Bio-Rad) for microsequencing. Recombinant alpha- and beta-parvalbumins were expressed inEscherichia coliwith anN-terminal 6-histidine tail. The recombinant proteins were purified by Nickel-nitrilotriacetic acid (Ni-NTA) resin (Qiagen, Hilden, Germany) under denaturing conditions.Hamada et al. (2004) [1586] purified parvalbumins from bullfrog skeletal muscle, homogenized with 3 volumes of 0.15 M NaCl in 0.01 M phosphate buffer, pH 7.0, and centrifuged at 18000 x g for 20 min. at 4° C. The supernatant was concentrated in vacuo and chromatographed on a Sepadex G-75 size exclusion column equilbrated with 0.15 M NaCl in 0.01 M phosphate buffer, pH 7.0. Fractions containing parvalbumin were identified by ELISA, pooled and applied to reverse phase HPLC on a TSKgel ODS-120T column (0.46 x 25cm; Tosoh, Tokyo, Japan). Fractions were eluted at 1 ml/mi. with 0.1% trifluoracetic acid for 5 min., followed by a linear gradient of acetonitrile (0.0-38.5% in 2 min., 38.5-45.5% in 60 min. and 45.5-70% in 2 min.) in 0.1% (v/v) trifluoracetic acid. Alpha- and beta-parvalbumin were separated and identified by N-terminal and peptide sequencing (beta-parvalbumin has a blocked N-terminus)."
"Frog, edible",Rana esculenta,,Beta-parvalbumin,,Major,"EF hand calcium binding proteins, PfamPF00036; efhand.",Yes,,"Hamada et al. (2004) [1586] showed that IgE from sera of fish allergic patients frequently bound to bullfrog parvalbumins. Of the 12 sera with IgE binding to mackerel and tuna beta-parvalbumins, IgE from 1/12 sera bound most strongly to alpha-parvalbumin, IgE from 6 sera bound most strongly to beta-parvalbumin, IgE from 1/12 sera bound approximately equally to both parvalbumins and IgE from 4/12 sera did not bind to either frog parvalbumin.Hilger et al. (2004) [1365] tested the binding of IgE from sera of 16 cod allergic patients to cod and edible frog extracts and recombinant edible frog parvalbumins. IgE from 15/16 sera bound cod parvalbumin and 14/16 bound to low molecular mass proteins in a frog extract. 3 of 13 patients had IgE antibodies reacting with recombinant frog alpha-parvalbumin and 11 of 12 patients reacted with beta-parvalbumin.",,"Hilger et al. (2002) [1587] purified small quantities of alpha- and beta-parvalbumins fromRana esculentaandRana spp.by SDS-PAGE (18% acrylamide) in a MiniPrep Cell (Bio-Rad) for microsequencing. Recombinant alpha- and beta-parvalbumins were expressed inEscherichia coliwith anN-terminal 6-histidine tail. The recombinant proteins were purified by Nickel-nitrilotriacetic acid (Ni-NTA) resin (Qiagen, Hilden, Germany) under denaturing conditions.Hamada et al. (2004) [1586] purified parvalbumins from bullfrog skeletal muscle, homogenized with 3 volumes of 0.15 M NaCl in 0.01 M phosphate buffer, pH 7.0, and centrifuged at 18000 g for 20 min. at 4° C. The supernatant was concentrated in vacuo and chromatographed on a Sepadex G-75 size exclusion column equilbrated with 0.15 M NaCl in 0.01 M phosphate buffer, pH 7.0. Fractions containing parvalbumin were identified by ELISA, pooled and applied to reverse phase HPLC on a TSKgel ODS-120T column (0.46 x 25cm; Tosoh, Tokyo, Japan). Fractions were eluted at 1 ml/mi. with 0.1% trifluoracetic acid for 5 min., followed by a linear gradient of acetonitrile (0.0-38.5% in 2 min., 38.5-45.5% in 60 min. and 45.5-70% in 2 min.) in 0.1% (v/v) trifluoracetic acid. Alpha- and beta-parvalbumin were separated and identified by N-terminal and peptide sequencing (beta-parvalbumin has a blocked N-terminus)."
Potato,Solanum tuberosum,,,,,,,,,,
Potato,Solanum tuberosum,,,,,,,,,,
Potato,Solanum tuberosum,,Sola t 1,,Major,"Patatin-like phospholipase,Pfam PF01734",Yes,,"Seppala et al., 2000 describedin vitrocross reactivity to Hev b 7, latex allergen and Kostyal et al 1998; Sowka et al 1998 determined the sequence identity to be 40%.",,"Proteins in homogenized pulp of potato tubers were precipitated with ammonium sulfate and first subjected to gel filtration on a Superdex 75 Fast Flow column. Anion-exchange chromatography was then performed in a Mono Q HR5/5 column. Fractions eluted from this latter column were applied to a Octyl Sepharose 4 Fast Flow column and subjected to hydrophobic interaction chromatography (HIC). For a final purification step, the immunoreactive fraction from the HIC was subjected to reversed-phase chromatography in a TSK-250 TMS column. The result was one peak, which in SDS-PAGE and immunoblotting appeared as a double 43 kdDa band. Amino-terminal sequence analysis of each of the two bands revealed a similar sequence corresponding to patatin (Seppala et al 1999)."
Potato,Solanum tuberosum,,"Sola t 2, Sola t 3.0101 and 3.0102, Sola t 4",,Minor,"Trypsin and protease inhibitor,Pfam PF00197",Yes,,"Sol t 2, Sol t 3 and Sol t 4 show IgE cross-reactivity since they are homologous to the Kunitz type trypsin inhibitors of soybean but no cross-reaction has yet been reported with the latter protein.",,Proteins in homogenized pulp of potato tubers were precipitated with ammonium sulfate and first subjected to gel filtration on a Superdex 75 Fast Flow column in 20 mM sodium phosphate pH 6.0 with 150 mM NaCl. Selected fractions were brought to 1.5 M ammonium sulfate and loaded on a Phenyl Superose HR5/5 column equilibrated in 20 mM sodium phosphate pH 6.0 with 1.5 M ammonium sulfate for hydrophobic interaction chromatography. Fractions were pressure filtered to 50 mM sodium acetate pH 3.8 and chromatographed on a Mono S HR5/5 column and eluted with 50 mM sodium acetate pH 3.8 and a 0-0.5 M NaCl gradient (Seppala et al 2001)
"Courgette, zucchini",Cucurbita pepo,,,,,,,,,,
"Courgette, zucchini",Cucurbita pepo,,,,,,,,,,
"Shrimp, black tiger shrimp",Penaeus monodon,,,,,,,,,,
"Shrimp, black tiger shrimp",Penaeus monodon,,,,,,,,,,
"Shrimp, black tiger shrimp",Penaeus monodon,,Pen m 1,,None,PfamPF00261; Tropomyosin family,No,,"Not known but probably similar to allergenic tropomyosins from other shrimp species, Pen a 1 or Met e 1.",,"No purification has been published for Pen m 1. However, see Pen a 1 and Met e 1."
"Shrimp, black tiger shrimp",Penaeus monodon,,Pen m 2,,None,Arginine and creatine kinases. Pfam domainsPF00217andPF02807.,Yes,,"Other arthropod arginine kinases are more than 77% identical in amino acid sequence and identity is more than 90% within the decapoda. Thus extensive IgE cross-reactivity is highly likely between arthropods. However, the closest vertebrate homologues are the creatine kinases which are approximately 45% identical in sequence and are not expected to cross-react.Thus, Yu et al. (2003) [1542] used sera from 13 Penm 2 allergic individuals and found IgE binding with 13/13 sera to sand shrimp (Metapenaeus ensis), 12/13 sera to lobster (Homarus gammarus), 11/13 sera to crawfish (Metanephrops thomsoni), and 11/13 sera to crab (Scylla serrata).Binder et al. (2001) [1588] report IgE cross-reactivity between arginine kinases from moth, dust mite, cockroach, king prawn, lobster, and mussel.Neither Lin et al. (1993) [1565] using two anti-arginine kinase monoclonal IgGs with pomfret nor Binder et al. (2001) [1588] using IgE with cod observed any cross-reaction with vertebrate muscle.",,"Yu et al. (2003) [1542] purified arginine kinase fromMetapenaeus ensis(and also fromMetanephrops thomsoniandScylla serrata) by a modification of the procedure for the purification of the arginine kinase fromFarfantepenaeus aztecusreported by France et al (1997) [1623].Lyophilized seafood (2.5 g) was peeled and ground in liquid nitrogen in a mortar and extracted for 16 h at 4Â°C with 25 ml of 0.1 M Tris-HCl, 10 mM 2-mercaptoethanol, 1 mM EDTA, 5 ÂµM NaN3, and 25 ÂµM PMSF, pH 8.0. The extract was centrifuged, a 70% - 90% ammonium sulfate fraction collected, which was then dissolved in 5 ml of 10 mM Tris-HCl, 10 mM 2-mercaptoethanol, and 0.1 mM EDTA, pH 8.0, and dialyzed against the same buffer. The supernatant was then applied to a HiTrap Q Sepharose Fast Flow column (Amersham Pharmacia Biotech) pre-equilibrated with the same buffer. Fractions with arginine kinase activity were eluted with a 25 ml linear gradient from 0 - 1M NaCl in the same buffer."
Tomato,Lycopersicon esculentum,,,,,,,,,,
Tomato,Lycopersicon esculentum,,,,,,,,,,
Tomato,Lycopersicon esculentum,,Lyc e 1,,Minor,"Profilin, PfamPF00235",Yes,,Purified rLyc e 1completely abolished the IgE binding to rCap a 2 (bell pepper profilin)(Willerroider et al. 2003) [914]Western blotting performed by Petersen et al (1996) showed that profilin contributes considerably to the IgE cross-reactivity between tomato fruit and grass pollen.Western blotting assays and ELISA inhibition experiments showed cross-reactivity with  birch (Bet v 2) and celery (Api g 4) profilins (Westphal et al. 2004) [918],,Tomato profilin has been cloned and expressed inE. colibased on the tomato pollen profilin.The recombinant non-fusion protein was purified via PLP affinity chromatography (Willerroider et al. 2003) [914]; (Westphal et al. 2004) [918]).
Tomato,Lycopersicon esculentum,,Lyc e 2,,Minor,"Glycosyl hydrolases family 32, Pfam,PF00251",yes,,No cross-reactivity has been described,,"Lyc e 2 has been purified from lyophilized tomato extract by hydrophobic interaction chromatography and gel chromatography (Westphal et al. 2003) [919]. The same authors have cloned and expressed the cDNA of two different isoforms of the protein, Lyc e 2.01 and Lyc e 2.02 inE. coli. The recombinant proteins were purified by electroelution and refolded."
Camomile,Matricaria chamomilla,,,,,,,,,,
Camomile,Matricaria chamomilla,,,,,,,,,,
Garlic,Allium sativum,,,,,,,,,,
Garlic,Allium sativum,,,,,,,,,,
Garlic,Allium sativum,,Alliin lyase,,None,PFAMPF04864; Alliinase_CPF04863; EGF_alliinase,Yes,,Not known,,"Kao et al. (2004) [1102] purified alliin lyase from garlic, leek, shallot, and onion by two chromatographic steps on HiTrap Q-Sepharose and Sephacryl S-100.Rabinkov et al. 1994 [1129] purified alliin lyase from 60 g. of garlic cloves homogenised in sodium phosphate (90 mls, 20 mM, pH 7.2) containing 10% v/v glycerol, PMSF (1 mM) and pyridoxal phosphate (0.02 mM) (buffer A). The homogenate was filtered twice through cheese cloth and the filtrate centrifuged at 20000 x g for 30 minutes. Polyethylene glycol 8000 was added to 25% (w/v) and the mixture stirred for 20 minutes. The slurry was centrifuged at 20000 x g for 15 minutes. The pellet was resuspended in 120 mls of buffer A and centrifuged at 20000 x g for 20 minutes. The supernatant was loaded onto a hydroxylapatite column (2.2 x 50 cm, DNA-grage bio-gel HTP, Bio-Rad), washed with 50 mM sodium phosphate buffer (pH7.2) and eluted with 0.3M sodium phosphate buffer (pH7.2). The eluate was brought to 50% saturation with sodium sulphate, stirred for 30 minutes and centrifuged at 20000 x g for 15 minutes. The pellet was redissolved in 2mls of 0.1M potassium phosphate (pH7.2), diluted with the same volume of sodium sulphate (2M) and loaded onto an HPLC hydrophobic interaction column (7.5 x 75 mm, Ultrapac TSK Phenyl 5PW, LKB). Fractions were eluted with a gradient of 1.0-0.0M sodium sulphate in 0.1M potassium phosphate (pH7.2) and alliin lyase activity identified. All steps were at 4Â°C."
Coconut,Cocos nucifera,,,,,,,,,,
Coconut,Cocos nucifera,,,,,,,,,,
Coconut,Cocos nucifera,,Cocosin,,,PfamPF00190; Cupin; 11S seed storage globulin,No,,"Walnut (Juglans regia), peanut and almond extracts inhibited IgE binding to coconut proteins. Teuber and Peterson (1999) [205] suggest primary sensitisation is to walnut, with coconut a clinically relevant cross-reaction.",,"Meat from coconut was ground and defatted with petroleum ether and extracted overnight in 0.2M sodium phosphate, 0.2M potassium phosphate and 10% (w/v) NaCl (pH 6.8) at 4Â° C and for 30 min. at 40Â° C. Slurry filtered (several times with filter paper down to 0.22 Âµm pores) and butanol (33% v/v) added to the solution with stirring. Centrifuged at 16000 X g and the butanol decanted off. Dialysed against distilled water (several changes) and centriguged at 16000 X g for 30 min. Precipitate resuspended in 4% (w/v) ammonium sulfate and centrifuged at 38000 X g for 1 hour. The 33-50% ammonium sulfate cut was collected (centrifuging at 38000 X g for 1 hour) and the precipitate dialysed before gel filteration on Superose 6 HR 10/30 in 50 mM Tris/HCl pH 8.2 with 0.5M NaCl. The main peak was collected (Plumb et al. 1990 [688])."
"Milk, cow",Bos taurus,,,,,,,,,,
"Milk, cow",Bos taurus,,,,,,,,,,
"Milk, cow",Bos taurus,,Alpha S1-Casein,,Major,PfamPF00363; Casein family,Yes,,"The alpha S1-caseins of goat and sheep are 88% and 85% identical in sequence respectively. Thus cross-reactivity is very likely. Experimentally, IgE cross-reactivity is observed for caseins of buffalo, sheep and goat (Restani et al. 1999 [1624]). The alpha S1-caseins of mare's milk is 47% identical which suggests little cross-reactivity and Businco et al (2000) [1628] report that most cow's milk allergic patients can tolerate mare's milk. The alpha S1-caseins of human milk is 32% identical suggesting that cross-reactivity is improbable. Bernard et al. (2000) [1202] suggest that some unexpected cross-reactivity, such as between bovine alpha and beta caseins, could arise from IgE specific for phosphorylated peptides, which are also more conserved by evolution than the complete sequences between alpha S1-, alpha S2- and beta-caseins.",,"Strange et al. (1992) [1493] review the purification of proteins from milk.Caseins can be prepared from milk by precipitation at pH 4.6 with acetic acid, centrifuged (2250 x g for 5 minutes) and washed twice with 0.1 M ammonium acetate, pH 4.6 (Rasmussen & Petersen, 1991 [1416]). Individual caseins can then be separated by gel chromatography on a Sepharose CL-6B column or denatured and separated in urea (Rasmussen et al. 1994 [1418]).Elsayed et al. (2004) [1414] started from commercial alpha s1-casein and used gel filtration followed by RP/HPLC performed using a 130A Separation System (BrownleeTMC18) with Aquapore RP-300 7 Âµm 30 x 2.1 mm cartridges (Applied Biosystems, Foster City, CA, USA). Solvent gradient used was 0.1% trifluoroacetic acid in 70% acetonitrile for 30 minutes at a flow rate of 200 Âµl/m."
"Milk, cow",Bos taurus,,Alpha S2-Casein,,Major,PfamPF00363; Casein,Yes,,"The alpha S2-caseins of goat and sheep are 87% and 89% identical in sequence respectively. Thus cross-reactivity is very likely. Experimentally, IgE cross-reactivity is observed for caseins of buffalo, sheep and goat (Restani et al. 1999 [1624]). Bernard et al. (2000) [1202] suggest that some unexpected cross-reactivity, such as between alpha and beta caseins, could arise from IgE specific for phosphorylated peptides, which are also more conserved by evolution than the complete sequences between alpha S1-, alpha S2- and beta-caseins.",,"Caseins can be prepared from milk by precipitation at pH 4.6 with acetic acid, centrifuged (2250 x g for 5 minutes) and washed twice with 0.1 M ammonium acetate, pH 4.6 (Rasmussen & Petersen, 1991 [1416]). Individual caseins can then be separated by gel chromatography on a Sepharose CL-6B column or denatured and separated in urea (Rasmussen et al. 1992 [1419]).A complexity is that the different variants depend on the genetics of the cows. Bernard et al (2000) [1202] prepared variants A and D of alpha s2-casein from fresh milk samples of cows that were homozygous for these variants. For example, casein containing alpha s2-casein variant D was obtained by precipitation at pH 4.6 and selectively fractionated by addition of 40% propanol-1 at 4Â°C. After 2 h of slight agitation, the mixture was centrifuged at 17000 rpm for 30 min at 4Â°C. The supernatant was discarded and the precipitate was solubilized in 6 M urea, dialyzed against water adjusted to pH 7.0 with NaOH, and lyophilized. Purification was achieved using a MonoQ anion exchange system.Strange et al. (1992) [1493] review the purification of proteins from milk."
"Milk, cow",Bos taurus,,Alpha-Lactalbumin,,Minor,Alpha-lactalbumin is a homologue of the C-type lysozymes. It is a member of glycohydrolyase family 22 and Pfam familyPF00062.,Yes,,"IgE cross reactivity has been investigated by Maynard et al. (1999) [1463] who found specific IgE binding to human alpha-lactalbumin with all 20 sera. Binding was always lower than with bovine but often comparable with binding to reduced bovine. Binding appeared to involve IgEs with lower affinity suggesting that it might not be clinically relevant. The authors note that no cases of anaphylaxis to the human protein had been reported.More surprisingly, Adams et al. (1991) [1435] have described cross-reactivity between alpha-lactalbumin and beta-lactoglobulin. Baroglio et al. (1998) [1465] suggest that this is due to short peptide matches.",,"Most studies use commercially purified alpha-lactalbumin, sometimes after repurification by chromatography. Hahn et al. (2003) [1452] and Pedersen et al. (2003) [1453] compare the efficiency of ion-exchange and hydrophobic interaction chromatography using whey proteins as models.Xe et al. (2000) [1455] describe the preparation of 1260 mg alpha-lactalbumin, 1290 mg beta-lactoglobulin B and 2280 mg beta-lactoglobulin A from 1L of rennet whey. Alpha-Lactalbumin and beta-lactoglobulin were adsorbed onto quaternary aminoethyl-Toyopearl and alpha-Lactalbumin was eluted using a linear (0-0.15 M) concentration gradient of NaCl in 0.05 M Tris-HCl buffer (pH 8.5).Neyestani et al. (2003) [1454] describe a low cost purification of alpha-lactalbumin by ion-exchange chromatography.Slangen and Visser (1999) [1456] used gel filtration to obtain both glycosylated and unglycosylated alpha-lactalbumin.Wang et al. (1989) [1457] produced recombinant bovine alpha-lactalbumin inE. coli.Strange et al. (1992) [1493] review the purification of proteins from milk."
"Milk, cow",Bos taurus,,Beta-Casein,,,PfamPF00363; Casein,Yes,,"IgE cross-reactivity is observed for caseins of buffalo, sheep and goat (Restani et al. 1999 [1624]). Bernard et al. (2000) [1202] suggest that some unexpected cross-reactivity, such as between alpha and beta caseins, could arise from IgE specific for phosphorylated peptides, which are also more conserved by evolution than the complete sequences between alpha S1-, alpha S2- and beta-caseins.",,"Caseins can be prepared from milk by precipitation at pH 4.6 with acetic acid, centrifuged (2250 x g for 5 minutes) and washed twice with 0.1 M ammonium acetate, pH 4.6 (Rasmussen & Petersen, 1991 [1416]). Individual caseins can then be separated by gel chromatography on a Sepharose CL-6B column or denatured and separated in urea (Rasmussen et al. 1994 [1418]).Strange et al. (1992) [1493] review the purification of proteins from milk."
"Milk, cow",Bos taurus,,Beta-Lactoglobulin,,Major,"PfamPF00061, Lipocalin",Yes,,"Surprisingly, Adams et al. (1991) [1435] have described cross-reactivity between alpha-lactalbumin and beta-lactoglobulin. Baroglio et al. (1998) [1465] suggest that this is due to short peptide matches. Bertino et al (1996) [1769] reported cross-reaction between polyclonal anti-beta-lactoglobulin and human lactoferrin, beta-casein and alpha-lactalbumin. The most significant cross-reactivity is with the C-terminal part of human beta-casein (Neuteboom et al 1992 [1770]; Conti et al 2000 [1510]). Such cross-reactivities might hinder studies showing that bovine proteins are present in human milk and controversies have developed (Restani et al, 2000 [1511]). However, indirect challenge implies that some bovine proteins are present in human milk (Järvinen et al, 1999 [1512]).",,"Most studies use commercially purified beta-lactoglobulin, sometimes after repurification by chromatography. Hahn et al. (2003) [1452] and Pedersen et al. (2003) [1453] compare the efficiency of ion-exchange and hydrophobic interaction chromatography using whey proteins as models.Xe et al. (2000) [1455] describe the preparation of 1260 mg alpha-lactalbumin, 1290 mg beta-lactoglobulin B and 2280 mg beta-lactoglobulin A from 1L of rennet whey. Alpha-Lactalbumin and beta-lactoglobulin were adsorbed onto quaternary aminoethyl-Toyopearl and alpha-lactalbumin was eluted using a linear (0-0.15 M) concentration gradient of NaCl in 0.05 M Tris-HCl buffer (pH 8.5). Subsequently, beta-lactoglobulin B and beta-lactoglobulin A were eluted from the column with 0.05 M Tris-HCl (pH 6.8), using a linear (0.1-0.25 M) concentration gradient of NaCl.Kim et al. (1997) [1471] have successfully expressed bovine beta-lactoglobulin at a high level inPichia.Yagi et al (2003) [1470] have expresed mutants inE. coli.Strange et al. (1992) [1493] review the purification of proteins from milk."
"Milk, cow",Bos taurus,,Bos d 7,,Major,"Immunoglobulin family, Pfamhttp://www.sanger.ac.uk/cgi-bin/Pfam/getacc?PF00047",Immunoglobulins by their very nature do not possess unique sequences as the complimentary determining regions (CDRs) which form the antibody binding sites are generated by somatic mutation and gene splicing. Representative sequences are given below.,,Not known,,"Hahn et al. (1998) [1490] describe a partial purification of several whey proteins. Milk was delipidated by centrifugation and casein removed by adjusting to pH 4.7 and centrifugation. The whey was diluted to a conductivity of 2.7 mS/cm, the pH readjusted to 4.7 and then filtered through 0.45-Âµm membrane. The diluted whey was loaded onto one of 4 cation exchange columns (Macro-Prep High S Support, S-Sepharose Fast Flow, S-HyperD-F and Fractogel EMD SO3-650 (S)) equilibrated with 20 mM citrate buffer at pH 4.7. The majority of IgG could be eluted with 0.1MNaCl from S-HyperD together with lactoperoxidase activity.Xu and Ding (2004) [1488] used heat with isopropyl alcohol to denature and precipitate the proteins from bovine plasma except for BSA and IgG; then, CM-Trisacryl was applied to further purify and isolate BSA and IgG. This gave BSA and IgG in 98% and 96.8% purity with a yielded of 2.18% and 0.54%, respectively."
"Milk, cow",Bos taurus,,Bovine Serum Albumin,,,PfamPF00273; Serum albumin family,Yes,,Ovine serum albumin is 92% identical in sequence and likely to show IgE cross-reactivity.,,Neyestani et al. (2003) [1454] describe a low cost purification starting from whey after removal of casein from defatted milk using hydrochloric acid. Globulins were precipitated by 50% saturated ammonium sulfate. The supernatant was fractionated using ion-exchange on DEAE cellulose. Alpha-lactalbumin and bovine serum albumin co-eluted and were then isolated by Sephadex G-50 gel filtration.Xu & Ding (2004) [1488] used heat and isopropyl alcohol to denature and precipitate the other plasma proteins and isolated bovine serum albumin and immunoglobins by chromatography on CM-Trisacryl with 98% and 96.8% purity respectively.
"Milk, cow",Bos taurus,,Kappa-Casein,,,PfamPF00997; Kappa Casein family. This is distantly related to fibrinogen gamma-chain.,Yes,,"IgE cross-reactivity is observed for caseins of buffalo, sheep and goat (Restani et al. 1999 [1624]).",,"Caseins can be prepared from milk by precipitation at pH 4.6 with acetic acid, centrifuged (2250 x g for 5 minutes) and washed twice with 0.1 M ammonium acetate, pH 4.6 (Rasmussen & Petersen, 1991 [1416]). Individual caseins can then be separated by gel chromatography on a Sepharose CL-6B column or denatured and separated in urea (Rasmussen et al. 1994 [1418]).Strange et al. (1992) [1493] review the purification of proteins from milk."
